Order ID,Customer Zip Code,Product,Purchase Date,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Customer Name,Customer State,Customer City
1-77604-581-5,8882,Wine,9/17/2020,Coca-Cola,Alcoholic,909,5479,1858,3621,Justin Arnold,New York,Curtischester
0-333-13749-3,8944,Black Tea,9/7/2020,Pepsi,Tea,255,6902,7610,-708,Erica Wolf,Idaho,Morganburgh
1-01-947990-6,50736,Beer,3/16/2021,Coca-Cola,Alcoholic,231,2494,7494,-5000,Charles Ward,Rhode Island,Summersfurt
1-79404-233-4,98912,Energy Drink,4/21/2022,Dr. Pepper,Soft Drink,830,4057,2975,1082,Kelly Williamson,Connecticut,Thomasmouth
1-181-22404-7,79233,Vodka,9/30/2022,Pepsi,Alcoholic,512,3750,1388,2362,Amanda Cardenas,Iowa,East Kayla
1-61734-702-7,30195,Cola,6/17/2021,Dr. Pepper,Soft Drink,519,8114,1608,6506,Nicole Austin,New Mexico,New Tabitha
1-81403-406-4,97381,Vodka,3/5/2020,Pepsi,Alcoholic,434,4544,3555,989,Jonathan Sawyer,Colorado,West Gregory
0-7002-7456-1,28875,Cola,7/26/2022,Coca-Cola,Soft Drink,942,9350,1382,7968,Howard Roberts,Wyoming,North Linda
1-5058-0558-9,71892,Green Tea,10/15/2020,Coca-Cola,Tea,590,7767,4381,3386,Jaime Thompson,Rhode Island,West Shirley
0-9616311-9-8,32163,Black Tea,12/3/2020,Pepsi,Tea,110,2426,6427,-4001,Jeffrey Stone,Minnesota,Johnsonborough
0-10-777579-4,73020,Herbal Tea,3/22/2020,Dr. Pepper,Tea,688,9876,5014,4862,Dr. Darren Barr,Kentucky,South Priscilla
1-183-63539-7,70148,Energy Drink,12/22/2021,Pepsi,Soft Drink,466,8891,2459,6432,Edward Jefferson,Texas,New Christian
0-485-12147-6,19817,Wine,9/8/2021,Dr. Pepper,Alcoholic,784,2135,4394,-2259,Anita Hudson,Mississippi,Ronaldmouth
1-76029-495-0,15975,Wine,7/9/2023,Coca-Cola,Alcoholic,484,8311,3113,5198,Sara Thompson,Iowa,Sanchezchester
0-493-29223-3,2874,Wine,7/22/2021,Pepsi,Alcoholic,901,3819,7130,-3311,William Joseph,Colorado,Brittanyview
1-5336-4057-2,37707,Black Tea,8/23/2020,Dr. Pepper,Tea,160,7770,2679,5091,Amy Kramer,Hawaii,Christinafort
1-4196-1290-5,81604,Energy Drink,8/31/2020,Pepsi,Soft Drink,339,1478,3100,-1622,Jesus Williams,Maine,Port Heatherburgh
0-410-19574-X,29730,Cola,12/8/2020,Pepsi,Soft Drink,834,4723,4383,340,Nichole Fleming,Nebraska,East Stephen
1-76107-883-6,21052,Cola,3/23/2021,Coca-Cola,Soft Drink,431,7666,5486,2180,Justin Moore,Nevada,West Amy
1-86597-876-0,83793,Coffee,4/4/2021,Coca-Cola,Coffee,346,6352,7807,-1455,Jennifer Butler,North Dakota,North Michele
1-968751-98-X,4977,Energy Drink,7/5/2020,Dr. Pepper,Soft Drink,415,1362,3952,-2590,Charles Farrell,Michigan,Beltranmouth
1-74325-520-9,71009,Cola,12/10/2021,Pepsi,Soft Drink,231,4556,1359,3197,Robert Salas,Colorado,South Derrick
1-172-53848-4,58509,Energy Drink,10/3/2020,Pepsi,Soft Drink,697,2881,1180,1701,Glenda Smith,South Carolina,New Jasonberg
0-208-09832-1,99560,Cola,8/31/2021,Pepsi,Soft Drink,599,8244,6518,1726,Kayla Brooks,Montana,West April
1-55109-407-X,82458,Cola,9/14/2020,Coca-Cola,Soft Drink,577,4690,5384,-694,Dominique Rodriguez,Maryland,Amberberg
0-271-65701-4,29417,Green Tea,9/14/2020,Dr. Pepper,Tea,545,6277,3201,3076,Joseph King,Connecticut,Charlesshire
0-7870-9724-1,89251,Wine,6/27/2023,Pepsi,Alcoholic,512,8928,2231,6697,Taylor Hicks DVM,Tennessee,Smithton
0-414-08904-9,67355,Herbal Tea,1/7/2023,Dr. Pepper,Tea,918,1001,1218,-217,Elizabeth Kim,Wisconsin,Port Brittany
0-8465-5848-3,34985,Beer,2/7/2022,Pepsi,Alcoholic,137,6623,1380,5243,Melissa Alexander,Arizona,Karlaburgh
1-5199-0999-3,78399,Green Tea,1/24/2023,Dr. Pepper,Tea,555,2445,1656,789,Robert Weaver,New Hampshire,Gailfurt
1-347-13064-0,68080,Lemonade,12/9/2021,Coca-Cola,Soft Drink,183,9760,4866,4894,Courtney Williams,Texas,West Charles
0-7257-1739-4,57630,Beer,4/28/2021,Pepsi,Alcoholic,350,6617,5100,1517,Yolanda Williams,Virginia,West Mary
1-63124-884-7,28734,Herbal Tea,6/2/2022,Coca-Cola,Tea,224,5549,703,4846,Bethany Hale,Tennessee,Matthewfurt
0-490-29707-2,56192,Beer,2/9/2021,Dr. Pepper,Alcoholic,588,7391,3781,3610,Don Shea,Mississippi,Zacharyshire
1-02-601789-0,65650,Green Tea,7/2/2020,Pepsi,Tea,878,5173,7575,-2402,Jessica Hart,New Jersey,Lake Jessicachester
1-953767-60-5,89616,Beer,6/2/2020,Coca-Cola,Alcoholic,285,3051,5727,-2676,Tiffany Freeman,Nevada,Lisatown
1-899790-64-0,46928,Beer,3/31/2021,Dr. Pepper,Alcoholic,577,6399,6474,-75,Warren Burton,Missouri,Port Lauren
0-662-34240-2,30100,Beer,8/23/2020,Coca-Cola,Alcoholic,581,6310,6526,-216,Kenneth Horn,Nevada,Tinamouth
1-03-288037-6,51364,Beer,6/3/2020,Pepsi,Alcoholic,245,1198,6691,-5493,Ricky Todd,Massachusetts,East Alexander
1-7385839-1-0,89199,Coffee,3/28/2022,Dr. Pepper,Coffee,673,9006,6925,2081,Emily Parker,Illinois,Amyfurt
1-4739-4475-9,4429,Black Tea,1/4/2021,Pepsi,Tea,766,5249,6587,-1338,Tara Mitchell,Virginia,Rogersbury
0-8128-0797-9,66244,Green Tea,6/29/2023,Dr. Pepper,Tea,209,6976,7508,-532,Tiffany Wiggins,New Mexico,South Jessica
1-03-348514-4,19455,Green Tea,2/18/2022,Pepsi,Tea,615,8113,6851,1262,Joyce Perez,North Dakota,Port Theresaland
1-992643-19-9,51450,Green Tea,7/15/2023,Coca-Cola,Tea,796,3995,4105,-110,Clarence Ortiz,Hawaii,Williamview
0-623-65380-X,6192,Wine,1/29/2020,Coca-Cola,Alcoholic,804,5288,4816,472,Elizabeth Leach,Iowa,Lake Joseville
1-68689-583-6,1310,Lemonade,6/4/2021,Dr. Pepper,Soft Drink,174,8991,5168,3823,Kevin Johnson,Montana,East Danielle
1-933794-01-1,50294,Beer,3/12/2020,Coca-Cola,Alcoholic,324,5100,6260,-1160,Manuel Johnson,New Hampshire,West Michael
1-01-257474-1,84323,Wine,3/26/2020,Coca-Cola,Alcoholic,373,5633,6440,-807,Kelly West,Alaska,East Kathleenmouth
1-04-555559-2,84667,Vodka,12/11/2022,Pepsi,Alcoholic,642,4220,1869,2351,John Chandler,Washington,Michaelborough
1-55388-872-3,26505,Wine,9/21/2022,Pepsi,Alcoholic,799,2423,6603,-4180,Michael Ramirez,Kansas,Codymouth
0-694-50369-X,96800,Cola,9/7/2021,Pepsi,Soft Drink,923,3603,1725,1878,Christopher Barajas,Iowa,Princeborough
0-223-47234-4,59420,Vodka,2/6/2022,Pepsi,Alcoholic,147,1739,3240,-1501,Dennis Sanchez,Louisiana,Penningtonville
0-598-22671-0,67363,Cola,3/23/2022,Coca-Cola,Soft Drink,737,4355,4854,-499,Kyle Schmidt,Washington,New Joseph
0-436-02395-4,85794,Energy Drink,12/29/2020,Dr. Pepper,Soft Drink,335,1916,7378,-5462,Jeremy Peters,Ohio,New Matthewchester
1-4096-6142-3,5339,Cola,6/10/2022,Dr. Pepper,Soft Drink,591,3613,5535,-1922,Julie Carrillo,Idaho,Andrewbury
0-336-60400-9,20011,Green Tea,9/11/2021,Coca-Cola,Tea,567,1970,1149,821,Miguel Allen,Delaware,Escobarmouth
1-84500-864-2,50797,Vodka,1/20/2020,Dr. Pepper,Alcoholic,854,7641,3370,4271,Bradley Cain,South Dakota,East Jessica
1-01-135309-1,94233,Cola,12/28/2022,Pepsi,Soft Drink,236,9143,516,8627,Kevin Dominguez,Arkansas,Loriborough
1-118-22855-3,83337,Herbal Tea,1/17/2022,Coca-Cola,Tea,284,3923,4282,-359,Alexander Mullins,Nebraska,North Teresaview
0-8063-9221-5,50933,Herbal Tea,7/23/2022,Coca-Cola,Tea,509,4501,5284,-783,Sabrina Campbell,Arkansas,South Tyler
0-386-00677-6,36925,Green Tea,2/2/2023,Dr. Pepper,Tea,855,8339,3540,4799,Carolyn Williams,Tennessee,West Douglasside
0-327-61024-7,73115,Green Tea,8/2/2020,Pepsi,Tea,369,5555,7770,-2215,Leslie Valdez,Indiana,New Michael
1-387-74940-4,8854,Energy Drink,7/22/2023,Dr. Pepper,Soft Drink,434,1955,1011,944,Kimberly Lopez,Maryland,Port Anthony
0-658-70806-6,48101,Lemonade,12/1/2022,Coca-Cola,Soft Drink,456,7574,564,7010,Shelly Kim,Maryland,Beckville
1-989143-21-0,30798,Vodka,6/26/2022,Coca-Cola,Alcoholic,334,6265,7339,-1074,Daniel Harper,South Dakota,Kathystad
1-902331-68-0,6357,Green Tea,9/5/2022,Pepsi,Tea,359,3675,2650,1025,Christina Luna,New Mexico,Carrollchester
0-935474-04-8,55544,Black Tea,3/31/2023,Pepsi,Tea,167,1627,3602,-1975,Molly Carr,Illinois,South Shawnmouth
1-4576-9821-8,81619,Beer,1/16/2021,Pepsi,Alcoholic,325,1098,5657,-4559,Thomas Wagner,Kentucky,Garrettview
0-13-217481-2,82946,Vodka,5/17/2020,Dr. Pepper,Alcoholic,934,2437,769,1668,Bradley Lopez,Mississippi,Lucashaven
0-87909-310-2,85378,Herbal Tea,11/7/2020,Dr. Pepper,Tea,531,3456,5679,-2223,Stacy Davis,New Mexico,West Janiceview
0-406-39790-2,58186,Lemonade,8/26/2022,Dr. Pepper,Soft Drink,213,6896,3473,3423,Shelly Sanford,Oklahoma,Stanleyland
1-4187-8119-3,61687,Green Tea,2/6/2022,Coca-Cola,Tea,124,5904,2654,3250,Timothy Harvey,Massachusetts,Lake Theresaberg
0-11-801092-1,99869,Herbal Tea,3/12/2020,Coca-Cola,Tea,282,7462,6228,1234,Rebecca Perkins,South Carolina,Lake Jeanland
0-313-97016-5,65691,Vodka,5/31/2023,Coca-Cola,Alcoholic,195,4791,4292,499,Rachel Rivera,Louisiana,Amymouth
0-209-00595-5,20005,Energy Drink,1/15/2023,Dr. Pepper,Soft Drink,821,2609,2816,-207,Joseph Giles,Delaware,North Evelyn
0-336-32504-5,5422,Lemonade,1/6/2022,Coca-Cola,Soft Drink,732,1987,6946,-4959,Justin Allen,Alabama,Millerland
0-210-51742-5,5441,Wine,8/10/2022,Pepsi,Alcoholic,574,1310,1287,23,Cameron Mcgee,Vermont,Michaelmouth
0-87355-397-7,99716,Wine,5/24/2020,Dr. Pepper,Alcoholic,771,3902,7670,-3768,Michael Long,Nebraska,Port Jason
1-4226-4781-1,51279,Black Tea,8/17/2020,Pepsi,Tea,697,8287,985,7302,Danielle Lee,South Carolina,Port Tammy
0-692-31361-3,21109,Energy Drink,1/16/2023,Pepsi,Soft Drink,796,5936,1191,4745,Nathan Braun,Utah,Garrettview
0-16-773737-6,96841,Wine,1/30/2022,Coca-Cola,Alcoholic,962,1854,3394,-1540,Bruce James,New Mexico,North Jasonport
1-321-17539-6,76589,Cola,7/9/2021,Coca-Cola,Soft Drink,984,3494,4032,-538,Mark Wood,New Jersey,Lake Rachel
0-678-81213-6,73100,Herbal Tea,6/6/2022,Coca-Cola,Tea,373,5076,3597,1479,Andrew Lane,Rhode Island,South Omarchester
0-555-70974-4,54986,Vodka,1/10/2021,Coca-Cola,Alcoholic,596,2555,1898,657,Tyler Mckinney,Alaska,Gardnerberg
0-9792487-4-4,39739,Black Tea,6/19/2022,Dr. Pepper,Tea,721,9220,769,8451,Steven Young,Oklahoma,North Jimmyfort
0-640-11891-7,3783,Wine,7/12/2021,Dr. Pepper,Alcoholic,406,4348,1978,2370,Hunter Hernandez MD,Illinois,Lake Patricia
0-89879-713-6,58087,Lemonade,11/10/2021,Coca-Cola,Soft Drink,344,6011,3676,2335,Hannah Cooper,Georgia,Jefferyhaven
0-417-47166-1,87077,Black Tea,12/19/2022,Coca-Cola,Tea,295,2579,718,1861,Gloria Shields,Colorado,West Jacob
1-72562-748-5,30746,Energy Drink,12/23/2020,Dr. Pepper,Soft Drink,796,6019,6520,-501,Heather Davis,South Carolina,North Chadshire
1-371-17159-9,37011,Black Tea,2/3/2020,Coca-Cola,Tea,417,2834,2517,317,James Jordan,South Carolina,Michaelbury
1-134-97374-8,29490,Energy Drink,11/19/2022,Pepsi,Soft Drink,395,2165,4397,-2232,Melissa Davis,Massachusetts,Lake Deanna
0-8216-0863-0,25506,Lemonade,8/23/2022,Dr. Pepper,Soft Drink,334,2056,892,1164,Kenneth Rogers,New Jersey,Lake Dana
1-922639-50-8,82808,Black Tea,2/18/2020,Coca-Cola,Tea,321,7804,2776,5028,Robert Howard,Alaska,West Rebeccabury
1-879104-62-8,33971,Vodka,4/10/2021,Dr. Pepper,Alcoholic,162,3607,2751,856,Miranda Vaughn,Maine,West Ronaldberg
1-59822-291-0,15735,Green Tea,5/17/2020,Dr. Pepper,Tea,733,6716,3428,3288,Matthew Thomas,Hawaii,North Danielle
0-273-75793-8,99845,Beer,2/23/2020,Pepsi,Alcoholic,526,5874,2717,3157,Ariel Morrison,Minnesota,Tonyafurt
0-599-76625-5,6100,Cola,9/12/2020,Pepsi,Soft Drink,948,6582,1917,4665,Megan Phillips,Iowa,Port Tracy
0-378-23731-4,48332,Black Tea,10/6/2021,Coca-Cola,Tea,371,5976,2890,3086,Ivan Smith,North Carolina,Katietown
0-396-23657-X,68048,Cola,5/23/2021,Coca-Cola,Soft Drink,141,5715,2989,2726,James Farmer,Iowa,Lake Sharon
1-932341-01-3,73091,Cola,11/1/2021,Dr. Pepper,Soft Drink,426,2489,1271,1218,Mark Ferguson,Maryland,Greenebury
0-911899-28-6,70416,Vodka,6/19/2021,Pepsi,Alcoholic,163,7688,2124,5564,Kimberly Sanchez,Arkansas,Lake Erica
1-871581-58-3,1361,Lemonade,4/28/2022,Pepsi,Soft Drink,934,6022,2334,3688,Megan Wheeler,Connecticut,Kellyside
0-7637-4413-1,43884,Lemonade,7/30/2021,Coca-Cola,Soft Drink,495,4340,1039,3301,Tina Nelson,Rhode Island,New Jeffreyshire
0-13-703823-2,31989,Wine,11/15/2022,Pepsi,Alcoholic,648,9631,2631,7000,Elizabeth Cox,Hawaii,Brendastad
0-600-92922-1,36832,Vodka,12/18/2022,Pepsi,Alcoholic,147,1944,5721,-3777,Kyle Lane,Minnesota,Jameshaven
1-00-693495-2,25331,Vodka,6/24/2020,Coca-Cola,Alcoholic,297,5953,5749,204,Andrew Morgan,Utah,Williamborough
1-5317-1217-7,72510,Lemonade,3/4/2022,Coca-Cola,Soft Drink,194,2678,1906,772,Christina Frazier,Vermont,Howardmouth
1-4357-1204-8,19549,Green Tea,6/12/2021,Dr. Pepper,Tea,478,2598,7930,-5332,Jennifer Smith,Michigan,Caldwellhaven
0-639-24642-7,3710,Energy Drink,5/12/2020,Coca-Cola,Soft Drink,289,8836,2991,5845,Brittany Howe,Georgia,Brownview
1-9733-1665-X,83588,Lemonade,9/8/2021,Coca-Cola,Soft Drink,366,1276,1498,-222,James Brown,Wyoming,Youngland
0-9873759-8-9,2938,Cola,8/1/2021,Coca-Cola,Soft Drink,796,1937,6875,-4938,Kelsey Barker,Delaware,Melindaland
0-215-88235-0,26757,Coffee,7/8/2020,Pepsi,Coffee,263,7658,3617,4041,Sean Baker,Iowa,Lake Aprilfort
0-9870475-5-8,44539,Lemonade,8/9/2020,Coca-Cola,Soft Drink,221,8102,851,7251,Michael Garcia,Michigan,Port Loriborough
0-8423-3992-2,96789,Vodka,12/31/2020,Coca-Cola,Alcoholic,384,1504,4330,-2826,William Middleton,Texas,East Laurachester
0-522-42473-2,27587,Herbal Tea,9/29/2020,Pepsi,Tea,650,8433,4353,4080,Christine Munoz,Oklahoma,Andersonport
0-7366-6540-4,97037,Cola,4/1/2023,Coca-Cola,Soft Drink,800,8301,2961,5340,Rachel Adkins,West Virginia,Angelamouth
0-227-77772-7,6318,Herbal Tea,5/18/2022,Coca-Cola,Tea,467,3775,2538,1237,Megan Chandler,Minnesota,West Ashleymouth
1-72856-281-3,3763,Black Tea,5/7/2020,Dr. Pepper,Tea,130,2440,674,1766,Barbara Sullivan,South Carolina,Donaldport
1-78695-363-3,84027,Lemonade,1/17/2021,Dr. Pepper,Soft Drink,216,3224,7376,-4152,Patrick Harding,Minnesota,Cookshire
0-05-948353-9,2827,Herbal Tea,9/17/2022,Dr. Pepper,Tea,154,7016,4862,2154,Todd Rogers,Nevada,Port Shelley
0-347-97146-6,59840,Herbal Tea,11/22/2022,Pepsi,Tea,856,1067,7451,-6384,Alison Johnson,Hawaii,Collinschester
1-78718-121-9,46870,Vodka,11/23/2021,Dr. Pepper,Alcoholic,189,9251,877,8374,Cassandra Boyer,Pennsylvania,New Adambury
1-4789-0286-8,96797,Coffee,1/28/2022,Coca-Cola,Coffee,443,2792,4608,-1816,Allison Watts,New York,Lake Jeannechester
0-475-96483-7,2830,Cola,8/29/2022,Coca-Cola,Soft Drink,682,5800,3302,2498,Leslie Flowers,Colorado,East Marymouth
1-59256-049-0,47253,Energy Drink,12/12/2021,Dr. Pepper,Soft Drink,682,3237,2269,968,Brittany Rose,Rhode Island,Port Meganville
1-281-94424-6,66795,Green Tea,6/8/2021,Pepsi,Tea,265,4644,1177,3467,Veronica Carson,Connecticut,Port Sandraborough
1-9797-3183-7,29762,Energy Drink,4/26/2023,Pepsi,Soft Drink,166,7463,541,6922,Willie Davis,Minnesota,West Michael
0-18-628593-0,20027,Green Tea,4/6/2022,Coca-Cola,Tea,806,6495,4561,1934,Tamara Strickland,South Dakota,New Brandon
0-8162-2212-6,52507,Vodka,3/4/2022,Pepsi,Alcoholic,360,7394,4509,2885,Jerry Howard,Oklahoma,New Danielton
0-514-72101-4,3272,Beer,1/11/2020,Dr. Pepper,Alcoholic,470,8081,687,7394,Diane Hill,Mississippi,Julietown
0-07-232332-9,72704,Green Tea,4/14/2022,Pepsi,Tea,847,1855,5976,-4121,Mark Garcia,Georgia,Murphybury
0-906253-53-5,5479,Lemonade,11/28/2020,Dr. Pepper,Soft Drink,408,2032,3117,-1085,Patrick Stout,Utah,Justinside
1-7360367-7-7,97325,Herbal Tea,10/28/2020,Dr. Pepper,Tea,974,6420,7175,-755,Amy Bean,New Jersey,Timothyport
1-237-93406-0,4790,Green Tea,8/30/2021,Coca-Cola,Tea,743,3003,4878,-1875,Mrs. Jill Vargas,Iowa,Lake Michael
1-9826-7359-1,72638,Wine,7/11/2021,Coca-Cola,Alcoholic,540,3390,6665,-3275,Robert White,Mississippi,East Shannonburgh
0-350-70456-2,68044,Beer,9/5/2022,Pepsi,Alcoholic,376,8557,4365,4192,Raymond Hudson,Alabama,East Charlesberg
1-02-711576-4,59721,Wine,9/29/2021,Pepsi,Alcoholic,786,9349,3938,5411,Linda Smith,Minnesota,North Christina
1-289-00909-0,8465,Wine,10/30/2021,Coca-Cola,Alcoholic,907,7252,5897,1355,Leah Roy,Louisiana,Lake Erin
1-328-20922-9,57705,Black Tea,8/19/2020,Coca-Cola,Tea,671,8533,3667,4866,Chloe Hopkins,Ohio,Thomasborough
1-214-61663-1,39695,Energy Drink,3/7/2020,Pepsi,Soft Drink,848,2712,652,2060,Mary Pope,Oklahoma,South Lisaton
1-09-707688-1,59852,Black Tea,9/9/2021,Coca-Cola,Tea,261,7376,5982,1394,David Anderson,Ohio,Thomasberg
0-221-67325-3,83003,Coffee,5/11/2023,Coca-Cola,Coffee,233,6192,1220,4972,Brittany Ayala,Massachusetts,Brittanyburgh
0-618-02248-1,55114,Energy Drink,7/25/2022,Dr. Pepper,Soft Drink,446,7834,5152,2682,Elizabeth Hardy,Rhode Island,Reynoldston
0-9702844-1-1,85700,Beer,7/7/2023,Dr. Pepper,Alcoholic,484,1078,2761,-1683,Dr. Dawn Mendoza,New York,Stevenstown
0-7961-6161-5,8635,Beer,6/20/2023,Coca-Cola,Alcoholic,208,7167,6518,649,David Cantrell,Kentucky,Wallacehaven
1-320-97040-0,13563,Energy Drink,3/27/2022,Dr. Pepper,Soft Drink,262,4536,1973,2563,Amanda Smith,Maryland,North Elizabethtown
0-912413-49-2,68050,Vodka,10/5/2022,Coca-Cola,Alcoholic,990,8064,1076,6988,Christopher Novak,Arizona,West James
0-626-51314-6,97743,Green Tea,8/11/2020,Pepsi,Tea,663,8496,3793,4703,Keith Wilcox,Nebraska,North Daniel
1-85386-075-1,99566,Herbal Tea,10/23/2020,Dr. Pepper,Tea,782,5432,1189,4243,James Williams,Georgia,East Jenniferberg
0-490-22748-1,89010,Green Tea,6/20/2022,Dr. Pepper,Tea,999,6379,6299,80,Alexandra Rogers,Hawaii,New Gregory
1-01-583578-3,98911,Wine,4/8/2022,Pepsi,Alcoholic,194,8205,4503,3702,Jeremy Guerrero,Pennsylvania,Grosstown
1-5011-1680-0,1619,Energy Drink,3/29/2021,Dr. Pepper,Soft Drink,170,7749,1532,6217,David White,Connecticut,Jeffreyhaven
1-01-450742-1,2873,Lemonade,1/13/2021,Pepsi,Soft Drink,881,1400,7055,-5655,Mark Alvarez,Kentucky,South Sharonshire
1-4202-0917-5,97869,Coffee,7/4/2022,Coca-Cola,Coffee,741,2961,2708,253,William Parsons,Kansas,Lake Melissaburgh
1-202-80015-7,84253,Green Tea,3/16/2022,Pepsi,Tea,304,1321,611,710,Jeffrey Schmidt,Maryland,East Cory
0-03-624345-0,98420,Vodka,5/10/2020,Coca-Cola,Alcoholic,463,4982,7049,-2067,Lindsey Huff,West Virginia,Lake Crystal
0-933251-50-5,35629,Coffee,10/20/2022,Coca-Cola,Coffee,381,9348,3791,5557,Bryan Lin,Montana,Dylanstad
1-71006-978-3,80398,Energy Drink,6/25/2022,Dr. Pepper,Soft Drink,911,4678,4116,562,Nicole Le,New York,Sandrafurt
1-917592-72-8,21270,Green Tea,5/3/2021,Dr. Pepper,Tea,967,1457,3018,-1561,Karla Garcia,Nebraska,East Nicholas
0-9648585-5-X,78791,Beer,2/5/2021,Coca-Cola,Alcoholic,187,2015,531,1484,James Short,Illinois,Marychester
0-633-48737-6,67013,Vodka,5/23/2020,Pepsi,Alcoholic,344,4439,7073,-2634,Michelle Johnson,Texas,West Margaretborough
0-03-741700-2,83674,Lemonade,2/20/2021,Dr. Pepper,Soft Drink,240,5573,3189,2384,Sara Boyd,Tennessee,Audreystad
0-00-612209-4,54538,Herbal Tea,9/30/2021,Pepsi,Tea,763,9441,1845,7596,Tracy Turner,Nevada,Johnside
1-80541-470-4,58792,Wine,11/12/2022,Pepsi,Alcoholic,271,2889,7678,-4789,Christina Hayes,South Carolina,East Ann
1-101-92102-1,20019,Green Tea,1/12/2023,Pepsi,Tea,802,1699,7871,-6172,Kyle Smith,California,Port Travis
1-80009-227-X,96739,Green Tea,3/19/2023,Coca-Cola,Tea,561,7778,4679,3099,Thomas Sanders,Montana,New Robert
1-348-48696-1,18812,Wine,9/4/2021,Coca-Cola,Alcoholic,147,1306,5203,-3897,Ann Davis,Kansas,Thomasland
1-60251-568-9,20017,Vodka,3/3/2021,Dr. Pepper,Alcoholic,145,4988,3722,1266,Connie Williams,Alabama,South Melissa
0-668-94253-3,26082,Beer,12/25/2022,Coca-Cola,Alcoholic,669,4560,4827,-267,Jacob Edwards,Connecticut,Hicksstad
0-06-986349-0,41534,Green Tea,6/4/2023,Coca-Cola,Tea,746,1657,7570,-5913,Christopher Perkins,Colorado,Robertburgh
1-5479-6346-8,72657,Black Tea,2/25/2023,Pepsi,Tea,942,6963,2793,4170,David Mercer,Rhode Island,New Geraldtown
1-69169-626-9,73175,Beer,2/12/2021,Dr. Pepper,Alcoholic,886,4112,4648,-536,Andrew Martinez,Ohio,North Justinburgh
1-5226-5714-2,48945,Vodka,9/5/2021,Pepsi,Alcoholic,874,5561,4964,597,Bridget Griffin,Kansas,Port Michaelfurt
0-490-83291-1,82567,Beer,8/6/2020,Dr. Pepper,Alcoholic,207,4832,7781,-2949,Miranda Holland,Minnesota,Lake Territown
1-282-03560-6,82733,Black Tea,8/30/2020,Dr. Pepper,Tea,319,6642,1387,5255,Kevin Wilson,Connecticut,North Aprilside
1-921323-35-3,2536,Vodka,11/12/2021,Pepsi,Alcoholic,923,3021,7368,-4347,Juan Morris,New Mexico,East Dawn
1-915740-41-X,71107,Vodka,6/10/2021,Dr. Pepper,Alcoholic,978,7662,3350,4312,Christopher Murillo,Kansas,North Thomasmouth
0-7706-8544-7,73079,Herbal Tea,7/11/2020,Dr. Pepper,Tea,101,2610,3461,-851,Dylan Nelson,Arkansas,North Cindystad
0-7642-5910-5,54640,Beer,5/11/2021,Coca-Cola,Alcoholic,498,4626,4643,-17,Anthony Lopez,Hawaii,South Connieborough
1-56706-450-7,12476,Lemonade,7/14/2023,Dr. Pepper,Soft Drink,480,6581,5952,629,Randy Jensen MD,Maine,Johnsonburgh
0-15-663159-8,19707,Coffee,3/14/2020,Coca-Cola,Coffee,540,1697,1144,553,Kristine Johnson,Kansas,Edwardsborough
1-243-18722-0,7123,Herbal Tea,4/12/2021,Dr. Pepper,Tea,580,3723,4464,-741,Rebecca Martinez,Maryland,Craigfort
0-507-47436-8,56474,Coffee,2/27/2021,Dr. Pepper,Coffee,735,6818,1300,5518,Chase Curry,Wyoming,Kevinhaven
1-924693-25-9,3606,Wine,6/16/2020,Dr. Pepper,Alcoholic,918,6537,1316,5221,Alicia Davidson,Kansas,North Robert
1-163-39439-4,41914,Lemonade,7/19/2022,Dr. Pepper,Soft Drink,954,4784,6650,-1866,Willie Schmidt,Montana,Morganfurt
0-03-196358-7,64321,Energy Drink,5/24/2023,Pepsi,Soft Drink,445,5255,7897,-2642,Donna Hartman,Alabama,New Steven
0-622-64108-5,29423,Coffee,6/15/2020,Coca-Cola,Coffee,197,4554,5361,-807,Tiffany Curtis,Indiana,Jacksonland
1-5322-3467-8,84321,Energy Drink,6/19/2022,Coca-Cola,Soft Drink,373,7141,3937,3204,Chase Freeman,North Carolina,Rickeyberg
0-925565-37-7,57452,Herbal Tea,9/2/2020,Dr. Pepper,Tea,744,7374,4156,3218,William Barnes,South Carolina,Scottview
1-4093-4452-5,98298,Coffee,2/5/2022,Dr. Pepper,Coffee,538,1548,2947,-1399,Daniel Baker,Kansas,South Cathy
1-918610-29-0,25183,Herbal Tea,2/24/2020,Dr. Pepper,Tea,143,3839,4078,-239,Alexander Daniels,Montana,Rivasborough
0-13-770874-2,96893,Energy Drink,5/7/2023,Coca-Cola,Soft Drink,196,7649,2579,5070,Beth Montgomery,Maryland,Kevinborough
0-533-97195-0,60465,Black Tea,7/19/2022,Pepsi,Tea,406,6493,2094,4399,Logan Jimenez,Hawaii,West Kathleen
1-85053-603-1,42434,Cola,11/15/2020,Dr. Pepper,Soft Drink,226,1545,1115,430,Samantha Juarez,Nebraska,Jessicaport
0-7416-5541-1,99656,Energy Drink,1/25/2022,Dr. Pepper,Soft Drink,876,5903,1376,4527,Joshua Taylor,Montana,West Shannonview
1-5173-7989-X,39168,Beer,1/12/2023,Coca-Cola,Alcoholic,825,2761,1317,1444,Monique Schultz,Alabama,Contrerasberg
1-78769-292-2,47403,Vodka,1/26/2023,Dr. Pepper,Alcoholic,799,6837,4684,2153,Rodney Rasmussen,Idaho,Ruizville
1-4313-9641-9,59426,Coffee,3/30/2023,Coca-Cola,Coffee,101,8179,6199,1980,Christopher Smith,Mississippi,Lake Connie
